Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	country	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screenw	screenh	hand	religion	orientation	race	voted	married	familysize	major
5	16	2837	5	3	4125	5	15	4410	5	14	5055	5	12	4431	3	1	16149	5	6	4142	5	8	7001	1	5	12033	5	4	8801	5	19	5696	5	2	8398	1	11	5029	5	18	4478	1	9	4285	5	13	4991	5	7	4663	5	10	4177	5	17	2850	US	8	114	145	6	2	5	2	4	2	6	2	5	5	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	2	1	1	1	43	360	720	1	6	1	16	1	2	4	
1	16	2248	1	18	1835	2	13	6421	1	6	4210	1	8	2703	1	11	2334	5	9	9017	1	5	3946	5	12	4167	1	17	2215	1	7	3042	1	2	3796	5	3	3604	1	4	6814	5	10	3484	4	14	6356	1	19	2057	1	1	4860	1	15	2240	AU	41	77	165	1	6	2	2	6	6	3	6	5	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	2	3	1	1	20	0	0	1	2	4	16	2	1	2	
1	12	4460	1	18	3082	2	14	17050	1	7	10097	4	5	4438	1	6	3955	4	1	8145	4	16	5186	5	10	4244	1	13	4152	1	11	2825	4	17	11385	5	8	2742	5	3	4909	5	19	2187	1	4	7078	1	15	4317	2	2	12953	1	9	2484	US	40	117	182	1	5	2	7	7	7	6	6	4	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	1	30	360	640	1	2	2	16	1	1	3	human development 
3	10	6225	2	5	4448	4	11	17403	2	18	1000	2	19	1004	2	6	5325	2	3	6034	4	8	7717	2	16	7052	4	14	28222	3	12	16487	5	13	4831	2	17	17815	4	7	5416	2	1	5060	2	9	11887	4	15	4707	3	4	4296	4	2	7026	US	8	199	315	3	6	1	7	6	5	5	1	1	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	3	2	1	54	570	320	1	12	1	16	2	3	2	
1	19	5458	1	1	9185	3	13	4804	4	15	9103	2	18	5453	1	2	11488	1	4	4006	2	6	10266	5	11	3619	1	17	10158	2	8	9518	4	14	7067	4	12	12922	3	7	11444	5	10	3156	1	9	9473	1	3	9312	4	5	5495	1	16	6450	GB	5	149	178	5	5	1	6	6	3	4	7	2	3	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	4	2	1	1	32	360	640	1	2	1	16	1	2	2	Bioscience
1	9	3868	1	17	20282	4	3	9438	1	8	7129	3	2	10319	2	5	3848	5	19	5859	4	7	5054	5	10	2942	2	15	3848	1	18	3444	3	16	7857	2	6	4667	5	12	5536	5	4	3705	3	13	6762	4	14	4245	4	11	3753	1	1	8052	US	26	121	151	3	5	6	6	6	7	7	3	4	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	3	1	2	28	720	1280	1	2	5	16	2	2	1	Software Engineering
1	16	6630	1	17	5852	3	8	4807	1	5	5402	1	1	12996	1	2	5079	3	10	5371	1	13	5260	5	12	3821	1	19	8389	2	4	6767	1	7	6822	5	6	4558	2	15	6279	5	3	4590	3	14	6920	1	9	5172	1	11	6288	2	18	6599	GB	7	118	141	2	4	5	5	3	6	6	1	5	4	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	1	1	35	1920	1080	1	4	1	16	1	1	4	
1	9	3044	1	7	2881	1	8	5898	4	17	7943	2	14	3590	3	3	2569	5	10	5769	1	6	4806	5	16	21537	3	1	5708	1	18	5270	5	5	7142	3	19	4591	1	12	4189	5	4	2618	2	15	6076	3	11	4299	3	2	3681	2	13	6166	US	5	108	167	3	1	5	1	5	7	6	1	7	3	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	4	2	2	1	39	360	740	1	4	1	16	2	1	4	English/sociology/public policy
1	16	3123	1	1	3683	5	18	4402	1	12	5161	4	8	5415	1	6	2379	5	14	4519	2	11	4580	5	15	3197	4	9	3916	1	13	2477	1	2	4808	4	17	3960	2	19	2587	4	3	3264	4	10	5279	3	5	3407	2	4	2705	2	7	4065	US	712	73	124	3	1	3	5	7	4	7	5	4	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	3	1	18	1366	768	3	1	2	16	2	1	1	Art
2	13	8360	1	16	5457	5	15	3693	1	17	10431	5	1	4473	1	2	4411	5	12	4881	4	10	4561	5	18	4020	2	4	3735	1	7	7212	3	9	8033	5	14	2307	1	11	3322	5	5	3431	5	3	7101	2	8	2900	4	6	3908	2	19	5699	AU	8	115	164	2	2	5	6	6	5	5	5	3	2	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	3	2	2	1	26	375	667	1	12	1	16	2	1	2	Sociology
4	1	59044	2	6	20014	4	16	54435	2	14	84567	1	9	27634	4	3	25341	4	8	21485	5	15	17881	2	17	16366	4	12	41867	1	4	20064	1	19	78092	2	10	1198	2	11	18142	1	7	11249	5	18	21835	5	2	822	1	13	15441	5	5	22897	IN	164	655	328	7	3	5	5	5	2	6	5	5	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	4	3	2	2	20	360	640	1	8	1	11	2	1	2	Psychology
4	9	13166	1	8	12490	5	13	9111	5	3	16057	1	7	11074	1	1	11730	3	17	16483	5	6	14922	1	18	8638	5	12	11914	5	15	12792	4	16	10288	4	5	42032	1	2	12910	1	4	8862	5	10	14734	5	14	12624	1	11	13367	5	19	12308	IN	4	285	362	6	5	7	4	7	5	7	4	7	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	4	1	2	2	58	360	640	1	8	1	11	1	3	3	Engineering
1	2	5516	1	15	2897	3	13	5110	1	8	5107	1	1	8262	1	5	2561	5	11	3521	5	7	4545	5	14	2242	1	6	3923	1	16	5147	4	18	4046	5	10	3050	3	19	3935	5	17	3275	1	3	1229	2	4	570	1	9	2612	1	12	4288	US	22	89	203	2	7	4	6	6	6	4	4	3	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	23	375	667	1	1	5	16	1	1	1	Computer Science
5	6	4129	3	18	7820	5	19	5749	5	7	6717	5	5	6384	3	9	6032	4	3	12283	5	4	7319	1	11	13067	5	12	29744	3	8	9826	4	1	13864	1	10	11280	4	16	8472	1	14	7002	5	15	9926	5	13	10562	5	2	7235	5	17	9025	US	67	187	292	5	4	7	2	6	4	5	1	6	4	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	1	1	1	50	1440	900	1	6	1	16	1	2	4	
3	7	1098	1	4	2794	5	19	2729	5	3	4322	3	2	3889	1	1	3458	5	11	3532	4	17	3141	3	6	3903	3	13	15284553	2	14	3158	4	16	2449	4	12	2206	2	8	2430	5	5	2641	5	10	3989	2	9	5016	4	18	2503	5	15	2910	US	2	15366	92	2	3	2	6	5	6	4	6	2	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	4	3	2	1	32	1440	900	1	6	1	11	2	1	1	History
4	18	23174	2	1	5502	4	4	14042	4	15	11357	4	2	1739	1	6	8680	4	13	5184	4	9	5055	4	11	3541	4	7	12009	2	12	8619	4	16	61321	5	8	4816	4	14	13071	4	3	942	4	19	9436	4	5	25473	4	10	3612	2	17	6049	US	3	257	152	6	6	3	5	7	2	3	5	6	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	1	1	21	412	846	1	1	2	16	1	1	4	Neuroscience
1	17	4059	1	2	9424	4	14	5244	1	16	4658	1	18	5853	1	12	2184	4	5	7640	4	11	6410	5	8	3112	4	10	8919	2	13	4419	1	6	6457	4	4	4487	3	3	5795	5	9	3011	4	1	7049	1	7	7355	1	19	3549	1	15	3210	US	5	108	140	2	5	6	5	5	6	5	1	4	3	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	3	2	2	1	32	360	640	1	10	1	16	2	2	0	German 
4	5	5123	4	4	7122	4	14	4780	4	15	8091	3	6	6344	2	2	5640	3	1	5498	5	18	3654	3	16	4311	3	8	4982	4	9	5483	4	19	5577	2	7	10388	2	11	3873	3	12	4140	4	17	7702	4	10	5545	5	3	3968	4	13	4593	US	10	124	122	3	7	5	6	7	2	1	2	4	4	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	2	1	1	47	1920	1080	1	1	1	16	1	2	3	business
5	10	4715	4	16	5727	5	13	10593	5	12	11252	3	3	7192	5	5	6040	5	9	6585	5	6	4842	4	17	8565	5	8	8419	3	1	10178	5	4	29559	1	7	11698	4	2	11815	1	14	16499	4	15	9453	5	18	6686	5	11	6106	5	19	15149	PH	27	210	163	6	4	6	1	7	4	6	1	6	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	3	1	1	2	25	1366	768	3	1	1	11	1	1	3	Computer Engineering
2	10	6913	1	7	5460	4	3	15717	5	5	11231	5	6	2723	2	1	9767	2	2	11733	4	4	4521	4	13	2717	3	12	3844	2	9	4675	4	16	4096	3	8	5714	3	15	5119	3	17	34030	5	14	4219	4	19	2306	5	11	4242	4	18	4681	NZ	3	144	114	4	5	5	4	6	3	5	5	6	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	36	1600	900	1	1	1	16	1	2	3	Science
4	6	7733	1	2	7336	4	15	4276	4	8	8627	3	1	14171	2	3	9399	4	13	9785	2	11	9973	5	5	6014	5	4	3972	2	7	717	2	17	10545	3	16	7722	4	12	9373	4	18	13043	5	14	7402	5	19	7326	5	10	8203	4	9	2214	NONE	43	173	216	6	2	6	3	6	4	7	2	6	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	2	26	360	720	1	7	1	16	1	1	3	
1	6	4792	2	17	6033	4	13	7488	5	12	4007	5	1	5240	3	11	6246	3	3	13701	4	8	2944	4	14	2738	5	7	6889	4	4	8610	4	2	10089	2	16	4662	4	10	5056	4	19	3682	5	9	8702	3	15	4766	5	5	3485	5	18	5530	US	2	115	151	5	6	6	5	7	3	6	1	6	6	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	3	2	2	1	41	1500	1000	1	2	1	16	1	2	2	Civil Engineering
3	9	4176	1	16	5273	5	18	3563	5	15	4332	5	19	3773	2	10	3353	1	2	4392	4	11	5163	4	5	4542	4	12	2908	5	4	3947	5	13	4023	3	17	5052	2	7	3080	1	6	3493	5	14	3397	4	8	3719	5	3	5144	5	1	5478	US	20	79	94	5	5	5	7	6	7	5	3	3	3	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	4	1	1	1	36	1920	1080	1	6	1	16	1	2	3	electrical engineering
5	18	5686	4	7	3268	5	12	4620	5	11	7435	4	1	8866	3	13	5659	4	8	11287	4	5	5761	2	17	7390	4	14	6789	3	16	7406	5	9	4850	2	10	11022	4	3	5827	2	6	9616	4	4	7329	4	19	6543	5	2	10903	4	15	4300	US	4	158	229	4	2	5	3	6	2	7	3	5	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	3	2	1	53	1280	800	1	6	1	16	1	2	4	
4	3	7199	1	10	5157	4	12	4587	5	11	6002	2	18	4768	1	4	5368	4	7	5346	5	1	4308	4	16	2574	3	14	5438	4	8	4426	4	15	6029	3	9	4207	4	17	3044	5	5	3774	4	6	7353	4	13	5596	4	19	3088	2	2	4768	CA	8	93	125	1	6	7	5	5	6	5	4	6	5	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	1	17	375	667	1	2	1	16	2	1	2	
3	7	3602	2	13	3874	3	17	4145	3	14	3974	3	16	4196	2	11	3363	3	10	5997	4	5	4517	4	18	2931	4	1	4375	3	3	4042	3	12	4265	5	15	4433	4	2	3757	5	6	6030	4	19	5457	3	4	3741	3	8	4282	2	9	3771	US	580	81	70	2	3	5	3	5	6	4	2	5	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	2	1	26	1440	900	1	1	5	16	2	1	3	Fine Art, Graphic Design
5	12	3057	5	17	3295	5	4	3589	5	2	8338	5	11	2316	2	14	3739	5	6	6677	5	10	2037	1	16	3080	1	5	4897	1	18	3994	5	7	13192	1	8	8279	5	3	4895	1	13	2474	5	15	6832	2	19	3864	5	1	6139	5	9	5343	US	798	96	85	5	5	7	3	5	3	7	1	5	6	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	2	2	1	35	1440	900	2	2	1	16	1	2	2	psychology
5	4	3363	3	19	5826	5	8	4338	5	18	3450	5	2	6698	4	9	7958	5	3	5236	4	1	7506	4	11	6350	5	16	2961	5	12	3132	4	6	6631	1	7	4038	1	5	6565	4	17	7349	5	10	6065	5	15	2687	5	14	9139	4	13	6466	US	21	106	110	1	1	7	1	7	6	5	1	7	2	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	3	2	1	1	51	1920	1080	1	2	1	16	1	2	1	Business
4	10	6141	4	12	5720	5	11	4854	5	16	5735	4	3	5027	2	8	3675	4	7	13924	5	14	3124	2	13	4581	5	5	6180	4	1	5741	5	15	4690	2	9	9620	5	4	3906	2	19	3487	5	17	6861	4	18	4194	5	6	3672	2	2	12650	GB	16	114	157	2	2	5	1	5	7	3	5	7	3	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	2	1	1	1	21	412	846	1	1	1	16	1	1	2	
1	18	4376	1	1	6118	3	6	4051	4	17	7727	3	8	5665	1	14	3388	3	11	7784	1	19	4576	5	9	4276	1	4	3910	1	10	2741	3	16	10407	5	12	3292	4	2	10352	5	3	5564	1	7	5759	3	15	7100	2	13	5217	1	5	3120	US	14	106	138	4	2	6	6	7	7	7	3	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	1	1	38	360	640	3	12	1	15	2	3	2	
2	4	8825	1	15	5880	4	17	4076	4	9	8739	4	18	4512	1	19	6010	5	7	6906	5	10	6909	5	2	5915	4	14	5661	3	12	8172	1	13	17776	2	1	6441	4	5	4206	5	11	4867	4	8	5830	5	3	5945	5	16	6009	2	6	4109	ZA	8	128	135	2	5	5	4	4	7	6	2	5	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	19	1920	1080	1	2	1	16	2	1	2	
1	10	4382	1	2	5461	3	9	4333	1	7	4370	1	6	3863	1	4	2833	4	14	4253	1	18	5088	5	17	2496	1	16	3256	1	8	2974	1	15	3732	5	5	3613	4	13	5089	5	3	3923	1	1	15596	2	12	4684	4	19	2997	1	11	3755	US	4	87	1523	5	6	6	2	7	2	2	5	5	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	23	412	846	1	2	1	16	2	2	2	
1	6	3436	1	8	5636	1	12	25649	1	17	18337	2	5	4193	1	19	2434	1	18	2826	1	3	3545	5	4	18105	2	14	74188	1	15	2671	1	1	4213	2	11	11578	1	16	2931	5	10	2944	3	7	48326	2	13	4284	1	9	1866	1	2	3452	GB	62	241	143	2	1	5	6	6	6	7	5	5	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	20	1536	864	1	1	3	17	2	1	1	
1	7	3876	1	12	2759	2	5	7485	2	11	6389	5	18	2556	1	6	4853	3	16	12390	2	17	6077	5	15	2301	1	8	6430	1	14	3429	1	4	4246	4	1	3885	4	13	4321	5	9	3257	2	3	8521	1	19	4196	2	2	3912	1	10	2588	US	98	94	71	2	6	3	7	6	7	6	5	4	3	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	1	2	1	21	1920	1080	1	2	2	16	1	1	4	
4	13	3401	4	5	2804	4	6	3948	4	12	2998	4	15	5041	2	2	4151	5	18	3859	4	8	1066	3	19	4014	4	14	2861	2	1	7387	4	17	3826	2	10	3482	4	3	2447	2	4	2993	4	7	5373	4	11	3383	4	16	5113	3	9	5064	GB	2	79	89	5	5	4	6	5	5	5	5	2	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	38	320	570	2	2	1	16	2	3	1	
4	8	7471	2	17	5339	5	18	11024	2	4	8824	3	12	2836	1	3	5507	4	13	7451	5	19	8046	5	2	3992	5	16	9122	4	5	9010	1	15	8730	2	11	5924	3	10	6123	5	1	5706	5	7	7634	4	9	6107	1	14	6454	5	6	7737	US	4	142	87	1	1	6	2	7	7	7	2	6	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	17	1366	768	1	2	1	11	2	1	2	
1	4	6874	1	15	6852	4	5	9940	4	8	15868	4	10	5311	2	14	10762	2	7	14741	1	17	13660	5	6	4177	5	12	5437	2	13	6614	2	11	5771	2	1	9284	2	16	7424	5	18	2632	5	3	6576	5	9	8033	4	2	19293	3	19	10511	AU	501	172	119	6	3	6	5	6	3	7	5	5	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	3	2	1	22	1280	720	1	4	4	16	2	1	2	law psychology
4	13	6330	1	11	6936	5	3	7338	3	6	10804	5	1	3949	2	17	26924	4	19	8282	5	7	4697	3	2	14599	5	16	9261	2	5	3806	5	18	5933	2	9	17912	4	14	5251	2	4	5849	5	8	4086	5	15	3396	2	10	4732	4	12	7536	AU	7	158	128	2	2	5	6	5	7	5	5	5	6	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	1	17	412	846	1	2	1	11	2	1	2	
5	4	6987	2	8	8508	5	19	6258	5	3	13840	2	1	24271	5	9	5932	5	18	8621	2	6	9112	3	11	5508	5	14	8308	5	10	8512	2	12	9570	1	16	5518	4	13	7540	2	17	3347	4	2	13844	5	7	6626	4	15	8837	5	5	5996	US	58	182	277	2	5	7	2	4	7	2	1	3	3	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	2	3	1	1	71	1280	720	1	2	1	16	1	3	13	
3	16	5178	1	5	4841	3	12	4805	4	2	10901	5	14	3867	1	8	5820	5	11	4315	5	1	6574	4	9	4166	2	18	6256	3	17	4349	2	6	6326	1	4	7160	5	13	3129	5	15	3690	5	7	5473	4	10	4193	5	19	3907	5	3	4673	DE	2	100	148	4	5	6	6	7	2	7	2	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	2	2	35	768	1024	1	2	3	16	1	2	2	German
1	7	3151	1	1	5810	2	15	14188	2	14	7234	1	2	15858	1	3	7453	4	12	13332	2	6	13766	5	9	3639	5	16	7702	2	10	6328	2	8	12005	2	17	6812	1	11	6610	5	19	8782	4	4	6500	2	18	8656	1	13	2744	1	5	52285	US	35	205	94	4	1	4	5	4	7	7	7	6	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	2	2	1	21	1366	768	1	1	2	16	2	1	2	
5	12	5180	5	3	4359	1	6	3830	4	16	97269	3	8	4384	2	9	6450	5	14	2591	2	18	3159	5	15	3702	5	4	3662	5	1	12493	5	19	9793	5	13	2733	4	10	7348	4	7	2972	5	2	6140	3	17	9153	5	5	2563	5	11	23933	US	5	212	109	1	6	6	7	4	7	7	1	7	4	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	36	1024	1366	1	1	1	16	2	2	3	
1	10	2951	1	7	2869	3	3	4068	4	14	6032	5	1	4275	2	9	6233	3	4	5547	4	12	2434	5	8	1914	3	15	2768	2	6	5665	1	11	2483	5	16	2400	2	5	2553	5	19	2101	4	18	2998	3	17	4352	4	2	4160	4	13	5099	US	5	71	165	2	6	1	2	6	5	3	7	6	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	4	2	2	1	37	375	667	1	2	1	16	1	2	3	Information Science
1	5	4430	1	6	4472	1	18	7020	1	12	3934	3	13	5589	1	9	3457	3	17	4645	1	15	3718	5	16	3407	1	8	6532	1	3	4549	1	11	4927	5	4	4060	3	7	5295	5	2	7310	1	19	4826	1	10	5064	1	1	5540	1	14	3394	DE	24	94	128	1	5	6	2	6	7	4	2	6	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	4	1	2	2	26	1366	768	3	2	1	16	1	1	2	
2	8	10125	1	14	5287	3	9	3805	4	2	6472	4	6	5263	1	10	3631	2	12	8296	4	1	4632	4	15	2785	2	18	7585	4	13	26613	4	4	4577	5	7	5648	4	11	5742	5	19	3514	4	16	6701	1	17	5289	5	3	3922	4	5	9462	CA	17	130	158	6	2	3	5	6	2	6	7	4	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	2	1	1	18	320	480	1	2	3	16	2	1	2	
3	7	5694	1	14	6786	4	18	7940	4	16	7940	5	8	5164	1	1	8189	5	10	5585	2	19	4336	5	9	3384	4	15	3620	3	5	4290	3	4	5101	4	13	3961	1	6	10951	5	2	5819	5	12	6131	5	11	6334	4	3	4430	3	17	3743	CA	15	110	69	2	2	4	2	6	6	5	2	6	2	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	3	1	1	1	23	1920	1080	2	1	1	16	2	1	2	Computer Science
5	7	3016	1	4	3126	3	18	4798	1	9	4074	2	2	5581	1	1	1078	5	17	4950	1	16	5051	5	5	3166	1	12	2995	1	13	2598	1	10	3105	5	3	3785	3	11	4939	5	6	2596	1	19	4231	1	15	3858	1	8	3754	1	14	3157	DE	14	82	141	1	7	7	1	7	7	7	1	7	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2	2	16	360	672	3	2	4	16	2	1	2	
4	4	3746	3	19	4685	5	7	4067	5	11	5534	2	12	8701	3	17	7214	4	6	5746	4	13	5516	1	5	7339	5	1	10314	2	14	3570	2	9	7340	4	2	4079	5	15	3180	3	10	7463	4	16	7686	4	8	5265	4	3	8171	4	18	7101	US	81	117	260	3	5	5	5	6	6	5	3	6	3	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	2	2	1	53	320	568	3	4	1	16	1	2	4	Music 
1	16	3598	1	8	2417	3	2	4375	4	19	6379	1	3	2618	1	1	4080	4	14	3231	1	11	2517	4	5	2496	4	13	4088	1	9	2120	1	10	5020	2	4	3727	1	7	2730	4	18	2906	3	6	4416	4	15	2464	5	12	3472	1	17	2044	GB	16	66	92	3	4	5	5	5	5	5	2	4	3	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2	2	1	22	1440	900	1	2	1	16	1	1	3	
1	15	8036	1	12	5407	4	18	5927	4	11	20243	4	2	6485	1	13	16533	1	7	7122	3	19	9577	4	16	5520	3	5	155147	2	6	13436	5	10	54866	3	9	12741	4	4	9336	3	17	6460	1	3	9312	2	8	9657	4	14	18633	4	1	5728	US	115	404	535	2	2	6	2	5	4	5	2	7	2	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	2	2	40	1280	800	1	3	2	11	1	1	3	mechanical engineering
4	2	9187	2	9	7617	1	11	29410	5	5	11036	4	3	5537	2	4	9269	1	19	5951	5	15	7049	4	17	136972	4	16	10558	3	13	8668	4	1	11092	2	7	6817	2	10	8474	3	8	5501	4	18	6501	4	12	9942	4	14	7333	4	6	7414	NO	389	305	1024	6	5	6	5	7	5	6	5	5	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	1	1	30	768	1024	1	1	2	16	1	1	1	History, media and communications 
1	8	4502	1	13	2876	5	14	3264	3	17	5142	1	15	4240	1	3	3335	1	2	3692	1	6	4365	5	10	2926	4	5	7332	1	9	3457	1	12	4068	1	7	5415	4	19	3229	5	11	2211	4	18	4867	4	16	3858	4	4	4563	4	1	17116	CA	1	91	108	3	5	5	3	6	6	7	5	6	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	2	1	49	768	1024	1	2	1	16	2	2	3	Biology
4	8	4721	2	16	3529	5	13	4743	3	1	14243	1	7	5356	4	6	4887	3	15	7213	2	10	7345	5	4	4983	4	5	6038	4	3	4556	1	11	6024	3	14	4851	3	19	3359	5	2	6601	4	17	8136	3	18	4976	3	12	8797	3	9	3787	US	3	122	117	3	5	3	5	4	5	4	6	3	3	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	2	1	1	15	1024	576	1	6	5	16	2	1	3	
4	15	3783	1	7	4591	3	10	6514	4	14	9405	4	16	2396	2	18	3416	3	13	9091	5	1	2138	5	11	3443	2	8	3530	2	19	2699	4	12	4798	3	9	7165	3	4	2273	5	6	3016	5	5	4181	3	3	2767	4	17	3233	5	2	3382	US	70	82	185	3	2	3	5	5	5	5	5	3	5	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	3	2	2	1	20	1280	720	1	1	4	16	2	1	4	history
2	5	4147	2	19	4901	4	18	7695	4	16	11158	2	7	4211	2	17	2328	3	6	6264	4	3	4281	4	11	2248	2	12	2675	4	1	4676	5	8	4375	3	13	2283	5	15	1889	4	14	2168	1	4	4540	4	10	3213	4	9	3121	5	2	5606	NONE	15	82	100	1	5	6	7	5	7	3	5	5	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	24	2560	1440	2	1	3	16	1	1	2	Engineering
5	7	4592	1	12	3301	5	17	5387	4	4	5743	1	18	4383	1	15	5411	4	1	7793	5	5	25526	4	13	4827	5	10	4771	5	6	4451	5	14	3924	1	3	8535	5	11	2105	4	16	5206	5	2	5906	1	19	6096	5	8	2815	5	9	2702	AU	4	115	109	7	5	5	3	7	1	7	5	5	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	3	1	1	19	1440	900	1	2	1	16	1	1	2	
5	3	7259	1	9	3183	4	10	5097	1	16	4355	4	7	5045	1	4	2791	1	6	2487	4	2	5108	5	14	3932	2	13	4616	3	8	3648	2	1	4304	5	5	4315	5	17	1976	5	19	3066	3	12	5884	2	15	3847	2	11	2883	4	18	4635	US	1973	78	70	7	5	5	6	7	3	6	2	3	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	2	1	32	1920	1080	1	2	1	16	2	1	2	Painting
4	15	9829	2	6	6420	4	2	11439	5	7	12812	3	12	5652	1	18	7046	3	10	14722	3	1	6918	4	5	4820	4	11	5683	3	13	11243	3	19	11366	5	8	4419	2	9	4062	5	17	12124	4	14	5523	4	3	7414	3	4	2383	3	16	10240	GB	17	175	91	3	1	6	4	6	4	7	4	5	4	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	2	1	52	1152	648	1	1	1	16	2	3	3	
5	1	12696	3	4	8499	5	2	7029	3	19	4733	3	11	3859	1	12	2964	5	17	8656	4	3	10198	3	5	9147	3	7	22616	1	6	32341	5	16	4716	1	8	9632	5	15	3432	1	10	4134	4	13	3939	3	9	6088	4	14	4027	3	18	4735	US	3	164	377	5	6	4	7	6	1	3	2	2	3	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	2	1	14	360	740	1	4	1	16	2	1	3	
